"","chk_acct","duration","credit_his","purpose","amount","saving_acct","present_emp","installment_rate","sex_status","other_debtor","present_resid","property","age","other_install","housing","n_credits","job","n_people","telephone","foreign","response"
"117","CC < 0 €",42,"no credits taken/all credits paid back duly","radio/television",7174,"unknown/ no savings account","[4 - 7) Y",">35%","female:divorced/separated/married","none","res_[res >7Y- 7)","car or other",30,"No credits","own","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","1"
"118","CC < 0 €",10,"existing credits paid back duly till now","furniture/equipment",2132,"unknown/ no savings account","< 1 Y","[20- 25)","female:divorced/separated/married","co-applicant","res_[res >7Y- 7)","real estate",27,"No credits","rent","2","j_skilled employee/official","1","none","no","0"
"119","CC < 0 €",33,"existing credits paid back duly till now","furniture/equipment",4281,"[500 - 1000)","[1 - 4) Y","<[20- 25)0%","female:divorced/separated/married","none","res >7Y","car or other",23,"No credits","own","2","j_skilled employee/official","1","none","yes","1"
"120","CC [0 - 200 €]",12,"existing credits paid back duly till now","car (new)",2366,"[500 - 1000)","[4 - 7) Y","[25- 35)","male:divorced/separated","none","res_[res >7Y- 7)","car or other",36,"No credits","own","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"121","CC < 0 €",21,"no credits taken/all credits paid back duly","radio/television",1835,"< 100 €","[1 - 4) Y","[25- 35)","female:divorced/separated/married","none","res_[1- res >7Y)","real estate",25,"No credits","own","2","j_skilled employee/official","1","yes, registered under the customers name","yes","1"
"122","No account",24,"existing credits paid back duly till now","car (used)",3868,"< 100 €",">= 7 Y",">35%","female:divorced/separated/married","none","res_[1- res >7Y)","car or other",41,"No credits","rent","2","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"123","No account",12,"no credits taken/all credits paid back duly","furniture/equipment",1768,"< 100 €","[1 - 4) Y","[25- 35)","male:single","none","res_[1- res >7Y)","real estate",24,"No credits","rent","1","j_unskilled","1","none","yes","0"
"124","CC >= 200 €",10,"existing credits paid back duly till now","car (new)",781,"< 100 €",">= 7 Y",">35%","male:single","none","res >7Y","unknown / no property",63,"No credits","for free","2","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"125","CC [0 - 200 €]",18,"no credits taken/all credits paid back duly","furniture/equipment",1924,"unknown/ no savings account","< 1 Y",">35%","female:divorced/separated/married","none","res_[res >7Y- 7)","real estate",27,"No credits","rent","1","j_skilled employee/official","1","none","yes","1"
"126","CC < 0 €",12,"existing credits paid back duly till now","car (new)",2121,"< 100 €","[1 - 4) Y",">35%","male:single","none","res_[1- res >7Y)","Savings agreement/life insurance",30,"No credits","own","2","j_skilled employee/official","1","none","yes","0"
"127","CC < 0 €",12,"no credits taken/all credits paid back duly","radio/television",701,"< 100 €","[1 - 4) Y",">35%","male:married/widowed","none","res_[1- res >7Y)","real estate",40,"No credits","own","1","j_unskilled","1","none","yes","0"
"128","CC [0 - 200 €]",12,"no credits taken/all credits paid back duly","repairs",639,"< 100 €","[1 - 4) Y",">35%","male:single","none","res_[1- res >7Y)","car or other",30,"No credits","own","1","j_skilled employee/official","1","none","yes","1"
"129","CC [0 - 200 €]",12,"existing credits paid back duly till now","car (used)",1860,"< 100 €","unemployed",">35%","male:single","none","res_[1- res >7Y)","car or other",34,"No credits","own","2","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"130","CC < 0 €",12,"existing credits paid back duly till now","car (new)",3499,"< 100 €","[1 - 4) Y","[25- 35)","female:divorced/separated/married","co-applicant","res_[1- res >7Y)","real estate",29,"No credits","own","2","j_skilled employee/official","1","none","yes","1"
"131","CC [0 - 200 €]",48,"no credits taken/all credits paid back duly","car (new)",8487,"unknown/ no savings account","[4 - 7) Y","<[20- 25)0%","female:divorced/separated/married","none","res_[1- res >7Y)","car or other",24,"No credits","own","1","j_skilled employee/official","1","none","yes","0"
"132","CC < 0 €",36,"all credits at this bank paid back duly","education",6887,"< 100 €","[1 - 4) Y",">35%","male:single","none","res_[res >7Y- 7)","Savings agreement/life insurance",29,"Credit stores","own","1","j_skilled employee/official","1","yes, registered under the customers name","yes","1"
"133","No account",15,"no credits taken/all credits paid back duly","furniture/equipment",2708,"< 100 €","< 1 Y","[20- 25)","male:single","none","res_[res >7Y- 7)","Savings agreement/life insurance",27,"Other banks","own","2","j_unskilled","1","none","yes","0"
"134","No account",18,"no credits taken/all credits paid back duly","furniture/equipment",1984,"< 100 €","[1 - 4) Y",">35%","male:single","none","res >7Y","unknown / no property",47,"Other banks","for free","2","j_skilled employee/official","1","none","yes","0"
"135","No account",60,"no credits taken/all credits paid back duly","radio/television",10144,"[100 - 500)","[4 - 7) Y","[20- 25)","female:divorced/separated/married","none","res >7Y","real estate",21,"No credits","own","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"136","No account",12,"existing credits paid back duly till now","radio/television",1240,"unknown/ no savings account",">= 7 Y",">35%","female:divorced/separated/married","none","res_[1- res >7Y)","real estate",38,"No credits","own","2","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"137","No account",27,"all credits at this bank paid back duly","car (used)",8613,">= 1000 €","[1 - 4) Y","[20- 25)","male:single","none","res_[1- res >7Y)","car or other",27,"No credits","own","2","j_skilled employee/official","1","none","yes","0"
"138","CC [0 - 200 €]",12,"no credits taken/all credits paid back duly","radio/television",766,"[500 - 1000)","[1 - 4) Y",">35%","male:single","none","res_[res >7Y- 7)","real estate",66,"No credits","own","1","j_unskilled","1","none","yes","1"
"139","CC [0 - 200 €]",15,"existing credits paid back duly till now","radio/television",2728,"unknown/ no savings account","[4 - 7) Y",">35%","male:single","guarantor","res_[1- res >7Y)","real estate",35,"Other banks","own","3","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"140","CC >= 200 €",12,"no credits taken/all credits paid back duly","radio/television",1881,"< 100 €","[1 - 4) Y","[20- 25)","female:divorced/separated/married","none","res_[1- res >7Y)","car or other",44,"No credits","rent","1","j_unskilled","1","yes, registered under the customers name","yes","0"
"141","CC >= 200 €",6,"no credits taken/all credits paid back duly","car (new)",709,">= 1000 €","< 1 Y","[20- 25)","male:married/widowed","none","res_[1- res >7Y)","real estate",27,"No credits","own","1","j_unemployed","1","none","no","0"
"142","CC [0 - 200 €]",36,"no credits taken/all credits paid back duly","radio/television",4795,"< 100 €","< 1 Y",">35%","female:divorced/separated/married","none","res < 1Y","unknown / no property",30,"No credits","own","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"143","CC < 0 €",27,"no credits taken/all credits paid back duly","radio/television",3416,"< 100 €","[1 - 4) Y","[25- 35)","male:single","none","res_[1- res >7Y)","car or other",27,"No credits","own","1","j_management/self-employed/highly qualified employee/ officer","1","none","yes","0"
"144","CC < 0 €",18,"no credits taken/all credits paid back duly","furniture/equipment",2462,"< 100 €","[1 - 4) Y","[20- 25)","male:single","none","res_[1- res >7Y)","car or other",22,"No credits","own","1","j_skilled employee/official","1","none","yes","1"
"145","No account",21,"existing credits paid back duly till now","furniture/equipment",2288,"< 100 €","< 1 Y",">35%","female:divorced/separated/married","none","res >7Y","Savings agreement/life insurance",23,"No credits","own","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"146","CC [0 - 200 €]",48,"critical account in other  bank","business",3566,"[100 - 500)","[4 - 7) Y",">35%","male:single","none","res_[1- res >7Y)","car or other",30,"No credits","own","1","j_skilled employee/official","1","none","yes","0"
"147","CC < 0 €",6,"existing credits paid back duly till now","car (new)",860,"< 100 €",">= 7 Y","<[20- 25)0%","female:divorced/separated/married","none","res >7Y","unknown / no property",39,"No credits","own","2","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"148","No account",12,"existing credits paid back duly till now","car (new)",682,"[100 - 500)","[4 - 7) Y",">35%","female:divorced/separated/married","none","res_[res >7Y- 7)","car or other",51,"No credits","own","2","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"149","CC < 0 €",36,"existing credits paid back duly till now","furniture/equipment",5371,"< 100 €","[1 - 4) Y","[25- 35)","male:single","guarantor","res_[1- res >7Y)","Savings agreement/life insurance",28,"No credits","own","2","j_skilled employee/official","1","none","yes","0"
"150","No account",18,"existing credits paid back duly till now","radio/television",1582,">= 1000 €",">= 7 Y",">35%","male:single","none","res >7Y","car or other",46,"No credits","own","2","j_skilled employee/official","1","none","yes","0"
"151","No account",6,"no credits taken/all credits paid back duly","radio/television",1346,"[100 - 500)",">= 7 Y","[20- 25)","male:single","none","res >7Y","unknown / no property",42,"Other banks","for free","1","j_skilled employee/official","2","yes, registered under the customers name","yes","0"
"152","No account",10,"no credits taken/all credits paid back duly","radio/television",1924,"< 100 €","[1 - 4) Y","<[20- 25)0%","male:single","none","res >7Y","Savings agreement/life insurance",38,"No credits","own","1","j_skilled employee/official","1","yes, registered under the customers name","no","0"
"153","CC >= 200 €",36,"no credits taken/all credits paid back duly","radio/television",5848,"< 100 €","[1 - 4) Y",">35%","male:single","none","res < 1Y","car or other",24,"No credits","own","1","j_skilled employee/official","1","none","yes","0"
"154","CC [0 - 200 €]",24,"existing credits paid back duly till now","car (used)",7758,">= 1000 €",">= 7 Y","[20- 25)","female:divorced/separated/married","none","res >7Y","unknown / no property",29,"No credits","rent","1","j_skilled employee/official","1","none","yes","0"
"155","CC [0 - 200 €]",24,"all credits at this bank paid back duly","business",6967,"[100 - 500)","[4 - 7) Y",">35%","male:single","none","res >7Y","car or other",36,"No credits","rent","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"156","CC < 0 €",12,"no credits taken/all credits paid back duly","furniture/equipment",1282,"< 100 €","[1 - 4) Y","[20- 25)","female:divorced/separated/married","none","res >7Y","car or other",20,"No credits","rent","1","j_skilled employee/official","1","none","yes","1"
"157","CC < 0 €",9,"existing credits paid back duly till now","repairs",1288,"[100 - 500)",">= 7 Y","[25- 35)","male:single","guarantor","res >7Y","real estate",48,"No credits","own","2","j_skilled employee/official","2","none","no","0"
"158","CC < 0 €",12,"critical account in other  bank","retraining",339,"< 100 €",">= 7 Y",">35%","male:married/widowed","none","res < 1Y","car or other",45,"Other banks","own","1","j_unskilled","1","none","yes","0"
"159","CC [0 - 200 €]",24,"no credits taken/all credits paid back duly","car (new)",3512,"[100 - 500)","[4 - 7) Y","[20- 25)","male:single","none","res_[res >7Y- 7)","car or other",38,"Other banks","own","2","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
